text,intent,label
congenital anal leakage in children? newborn babies have a small jam in their anus.,symptoms,6
"my dad has low back pain. it is heavy when he sleeps, and the symptoms are relieved after regularly getting up and moving. is indeed it helpful to take guifu dihuang pill? i want to treat my dad. help, thank you very much!",applicable disease,0
"i don't know the treatment method for bronchiectasis and hemoptysis. it was probably caused by a cold at first. i coughed for ten days and hemoptysis. when i went to the hospital for examination, it was said that i had bronchiectasis. this time the hemoptysis was longer than the last hospitalization. i still have a cough, how can i treat a disease like this?",method,5
"apology me, what is the matter with chest agony before menstruation?",symptoms,6
"excuse me, what's the matter with the delay of menstruation for more than 20 days?",disease manifestations,4
"i have a pneumonia and have gone through 1 full round of a zpack and steroid. i m also using an inhaler, had to go back to dog on thursday night because i was still not any better. they gave me a antibiotic shot and a 1/10day script for levaquin which i started about 10am friday morning. i m still not feeling better. i now as of this morning have a sharp pain inbetween shoulder blades that comes and goes, my heart flutters sometimes and sometimes beats really fast, i also woke up to chest pain that would go from burning feeling to sharp pain for about 30 min consecutively, then stopped and has been on and off since then. my cough is so bad that when i cough it feels like my ribs/lower sides of my back/lung area are bruised/fractured and takes my breath away when i take deap breathes or bend my waiste. i noticed bout a 5 days ago that i would get really hot at random times. ao thinking i was having a fever, i ve been keeping track daily of my bt as of about 3/4 days ago and it s seems to have steadily slowly dropped. it s ranging usually from 96-97 but sometimes it ll get to like 98.0 and thats while i m sweating so bad that s my shirt will be soaked and hair wet like i was standing outside in the sun for an hr in middle of summer. it s sick. should i be worried?",symptoms,6
what's the matter with the baby shaking his head? does he have adhd? or is it okay? i'm so worried!,definition,3
what should an eight-month-old child do if he doesn't poop for four or five days,disease manifestations,4
"sometimes it will come, the white liquid is very long like menstruation",treatment,7
"when i don't have an erection, i'm very worried. what's the matter? i urinate normally, and iodine don't feel any pain. break for treatment. some say hemangioma. equal the hemangioma in a special part of the baby in inner mongolia dangerous?",method,5
the hemangioma that was born at birth is now 4 months old with age. can you treat it there? how to treat the hemangioma on the baby's stomach in inner mongolia better?,treatment method,8
"hello, i'd adores to ask, how do patients with renal syndrome bring (betaloc) metoprolol tartrate tablets?",usage,9
"men, sometimes it hurts to urinate, and there are a few drops of blood after urinating, why is this happening?",cause,2
represent colon cancer suitable for minimally invasive surgery,treatment method,8
what should i do if i have a sore throat in the middle of the nighttime?,treatment method,8
is it good to take sinos for long-term insomnia? are there any side effects?,ask more,1
does levator ani exercise help hemorrhoids?,treatment,7
what is one reasonable disability?,definition,3
cost it menopause for 6 years of menstrual irregularity?,cause,2
"excuse me, why did i find that my vaginal discharge is sensationalistic and my downhearted agency is itchy today?",disease manifestations,4
"excuse me, how should i take conjugated estrogen (hong lilai) if the ovary secretes less estrogen? according to the instructions, it is 0.3mg, so how should i take 0.3mg? hurry up~",usage,9
"epilepticus is a common waite disease, and most multiplicity aren't unfamiliar with it. there are a grande number of patients who want to empathize the symptoms of epilepsy patients with epilepsy, along with the flux incidence of epilepsy. with the gain in the numeral of patients with epilepsy, the treatment of this sickness can not be neglected more and more, and savvy the symptoms of epilepsy will be very useful for the treatment of the disease. whar are the symptoms of epilepsy?",definition,3
"hello doctor, ane want to ask what is the flunarizine hydrochloride abridgement? how many times a day should i take?",usage,9
"about the instruction manual of chaifeng tougu pills, is there any instructions for usage and dosage?",usage,9
what should i do if the cough is always bad in the review stage of pleurisy?,method,5
whereof is gb pleural effusion?,definition,3
child indigestion and diarrhea,disease manifestations,4
i feel pain in my lower abdomen and frequent urination these days! tinnitus in my left ear! i feel pain when i press my lower abdomen!,symptoms,6
"i have been recently diagnosed w the flu (nose swab test done). i am 34 years old- ex-smoker (quit completely for 7 years now) however each year i get ""walking pneumonia"" at least once. i'm almost certain i've got it again now. anything i can do to stop getting pneumonia??",disease manifestations,4
"excuse me, the period will always be delayed, will this affect future fertility?",cause,2
"woman urinate more often, what's the matter.",cause,2
"have high-risk behavior 5 weeks ago, may i ask the md if the white dots on the depressed end of the penis are condyloma acuminatum?",disease manifestations,4
recipe for baby constipation,treatment,7
"excuse me, what should i do if the menstrual bleeding is too long?",treatment method,8
"doctor, i think i have a heart problem. usually i feel stuffy in my chest and something is blocking it. sometimes the outside sounds are a bit loud and my heartbeat is abnormal. it's like the kind of being woken up from sleep. also one is that my nails are broken, and the broken nails can be removed by hand. is it heart disease? what should i do to check?",ask more,1
"will the vitiligo on the expression be contagious? there aren't countless white flecks on the face, just a few, and the white berth are milky white",symptoms,6
"my child has seizure, i want to know about the condition, so that the child can spends his childhood respectable, i do not want him to be different from other children, otherwise i am so sorry for him, i amal to eff more more sickness, take considerably precaution of him.",disease manifestations,4
"bad mental state, hate greasy things, love to dream, sleep well, have been constipated for three or four years, have difficulty urinating recently, and have no change in weight. anal bleeding during bowel movements is due to constipation. the hospital said yes mixed hemorrhoids are not very serious, so don't eat chilli and ginger food. will hemorrhoids affect sex life? how to treat it so that it doesn't recur?",ask more,1
"my uncle has always had a heart attack. when i went to the hospital to see him this time, he felt very tired and lacked energy at all. they told me that because he had just been rescued, they wanted to ask about sinus heart disease. will there be arrhythmias?",symptoms,6
do i need surgery if i have uterine fibroids?,method,5
what are the intervention for empyema,method,5
is tetralogy of fallot operative mortality high? does treatment affect life expectancy?,ask more,1
"i have been sick for five weeks, i had pneumonia or bronchitis my doctor said. three weeks later i wasn't better so i went to doctor and had spatum test and she said i had significant ammounts of strep in my spatum. i have chest pains and burning in my lungs, dizziness, caughing and a lot of mucus. i don't really understand what strep is and if this is serious",symptoms,6
you can take methyltestosterone tablets for impotence,applicable disease,0
"my fuss suffered from rheumatism, muscle pain and knee spliff disease after taking medicine for high blood pressure around 50 or 90. single bought her hongmao liquor, how should i use it?",usage,9
whereof is improvise hemothorax,definition,3
is angina pectoris?,symptoms,6
"the vulva has blisters, which are sore and itchy. it hurts even more when i loot it. rump this blood draw confirm the diagnosis of genital herpes? the underwear is washed singly, and the outer underwear can be shoot with the children at home washing machine?",ask more,1
what are the symptoms of severe viral myocarditis in children?,disease manifestations,4
"hello! i have double kidney stones, i have had laser lithotripsy, and still have kidney stones. what are the causes of kidney stones?",cause,2
"there is a small lump in the lower part of the right chest, it hurts, consider what kind of food is appropriate",treatment,7
what is pediatrics viral myocarditis?,definition,3
what's the matter with blood in the stool of the child,treatment method,8
"the day before yesterday, i detect that there was a diminished purple-red cusp arise in the urethra. i rifle to the hospital to check the rough section for condyloma acuminatum! would you like to consult if there is a suitable eradication intervention? gene-targeted activated immune antibody technology can treat condyloma acuminatum. eradication?",method,5
"hello doctor, may i ask what medicine is better for kidney gem? thank you.",applicable disease,0
"recently, i found a lot of warts almost my anus. after, i check a lot of information on the internet, and i feel that this symptom is very analog to condyloma acuminatum. i have not holds it yet, i want to jazz if i genuinely have this disease, how can unity delicacy it well?",method,5
can't you sleep while taking cold and cough medicine? are there any cold medicines that pregnant mujer can exact?,usage,9
"lonely have condyloma, not multiple on the vaginal wall, just two billet, what should i do if it recurs after the laser?",disease manifestations,4
"the inner side of the labia majora is not smooth and there are thick fleshy particles, why? i don't know what it is, but there are fleshy particles on it that expect same condyloma acuminatum, isn't it?",ask more,1
"pardon me, are the fluoxetine hydrochloride capsules available on the market a new type of drug for depression?",applicable disease,0
coiffe inboard hemorrhoids have to be surgically deal? do interior hemorrhoids have to be surgically treated? understand the treatment without consultation,method,5
"i am 53 geezerhood old and have no period. is it the age of menopause? wuling capsule: it is victimized for insomnia, forgetfulness, marrow palpitations, irritability, and fatigue due to the incompatibility of the heart and kidney. hindquarters you drink this?",ask more,1
"my brother's son, who is very fat now, went to the hospital for a check-up before the doctor said that he has childhood obesity, so my brother takes him to exercise every day. because the fat people in the family are prone to some high blood pressure, etc. i am afraid that my children will also get chronic diseases. can childhood obesity cause chronic diseases?",disease manifestations,4
"hi, i have a bad cough, sinus congestion and body aches but no fever. should i consult with a doctor regarding the current covid19 pandemic?",method,5
"short penis, stunted, what should i do?",treatment,7
"excuse me if the elderly have bradycardia, can i carry this xinxin granule? tell me if you know",applicable disease,0
does ocd produce hallucinations,symptoms,6
where to buy weston risperidone oral liquid? do you have to buy it in the hospital? solve!!!,ask more,1
what should i do if my baby is constipated for 42 days,cause,2
"after urinating, i found a lot of foam on the urine. is this puking?",disease manifestations,4
"where is the best chinese medicine hospital in ziyang to treat epilepsy? my uncle is 46 years old and suffers from epilepsy. he often suffers from headaches, and sometimes feels nauseous and uncomfortable. if i want to cure epilepsy, can epilepsy be cured completely? ?",ask more,1
mode to charge for hemorrhoid after surgery,method,5
"i plan to visit a friend's mother over the weekend. she has diabetes and severe insomnia. i bought a box of qi datang purple lingzhi and i plan to bring it to him. i asked how to eat lingzhi better for diabetes. , i heard that it can improve immunity, what is the effect of this, and what kind of fruit should i bring, how about insomnia?",usage,9
"before pregnancy, iodine was a constipated person, popular",treatment method,8
"hello doctor! single am a person who loves sports, and i don't like sweets or pork. 1 checked my origin sugar before and it was 5.4, but today i assure it by accident and since it was 7.5, what's the matter? huh?",cause,2
"the central hemangioma on the foot is purple, there are bumps, the baby is the size of a cherry, it is scary, i do want to cure the hemangioma for my child now, the baby in inner mongolia has blood vessels on the foot how to treat the tumor?",treatment method,8
"the 17-year-old tike has a sore throat due to a cold-blooded, and then has impassiveness, dickie and asthma, and lack to do nebulization. how should i utilizes the pharmaceutical, thank you",usage,9
can the coronavirus leave lung scarring? i thought i heard something about it.,cause,2
i recently went to the hospital and learned that i have high blood pressure. i learned about this drug through a friend's introduction. i don't know how?,treatment,7
"hello, may i add 2 white blood cells and one lecithin body is normal",cause,2
"excuse me, how myriad pills are near to take at a time?",usage,9
"the middle of my forefoot hurts when i exercise, sometimes it doesn't hurt, and it lasts for a week. i went to a clinic. do i need to go to the treatment again?",ask more,1
"excuse me, what should i do if the baby has a bad cough?",method,5
"it has been two weeks since i took candesartan and amlodipine besylate, and my blood pressure is 170/120. do i need to change my medicine?",method,5
may i ask what drug is used to treat bacterial vaginosis?,applicable disease,0
what is good for the elderly with hemorrhoids?,treatment,7
is the baby bloated?,treatment,7
what are the demonstration and diagnosis of intrapericardial bleeding?,disease manifestations,4
stern cactus therapeutic hemorrhoids,usage,9
"what should i do if i can't sleep at night in the third trimester of pregnancy? the due date is coming soon, and i am looking forward to the arrival of the baby. is there a way to fall asleep quickly?",treatment,7
why does the heart palpitate so badly at the yin-yang junction,cause,2
"unity have not been feeling good for several days. i had a fever at the beginning, two was shitless of the inhuman and i was likewise perspiration. i opine it was just a teeny cold and i did not care too much. but the condition seems to have worsened recently, and i nonetheless feel preoccupied, hear. people say it may be acute myocardial infarction. what are the clinique symptoms of acute myocardial infarction?",disease manifestations,4
"six-month-old heart atrial septal defect seems to be nutritionally deficient now, single don't know if i can supplement calcium",treatment method,8
dad often feels lumbago and weak feet when he's old. can he demand sea dragon gum oral liquid?,usage,9
how to used the gestation test stick?,usage,9
hello doctor! can this simo tang oral liquid be used for constipation in the elderly?,applicable disease,0
can paroxetine hydrochloride tablets be best used to treat panic disorder,applicable disease,0
"i am 16 years old. recently, i feel that there is an extra piece of flesh in the testicles. it is not painful or itchy. is it testicular cancer?",disease manifestations,4
what's wrong with migraine in nipper,definition,3
what is the maladies of premature ventricular condensation,definition,3
"what are the early symptoms of epilepsy in kid? any diseases won't have glaring early symptoms at the initial onset, and the same is genuine for epilepsy in nestling, but only by translate the early symptoms of epilepsy in childhood can we get the epilepsy in time. the expert time to dainty, so it appear that it is very important to understand the early symptoms of epilepsy in children. the outflank time to kickshaw epilepsy in kiddies is when the initials advent occurs",disease manifestations,4
what disease does metformin hydrochloride mainly dainty,applicable disease,0
are there specific animals or pets more likely to catch corona than others? which animals should i be staying away from?,ask more,1
samirah should exclusive do if i spit up,method,5
what should i do if misose's anus is swollen?,treatment,7
"apologize me, what about migraine headaches before and after menstruation?",cause,2
why does the medicine for premature beats reversion soon after i stop taking the medicine? can't i stop the medicine? can 1 keep taking it? there will be side effects? fondness disease?,ask more,1
"hello, md, i think my penis is relatively small, i experience inferior, is there any medicine to increase the growth?",applicable disease,0
how to pay attention to maintenance when low blood sugar comes,treatment,7
"yeah, painful, bloody stools. it's hemorrhoids. what are the different types of hemorrhoids?",definition,3
what is the physical principle of dizziness after sitting for a long time? is it because the body is weak after pregnancy?,ask more,1
"sometimes i do not know why, i tone hypoxia and torso compactness.",disease manifestations,4
"hello, may i ask, i would like to know about chronic cardiac insufficiency caused by cardiac stasis. is this disease complicated? it sounds serious. what should patients do? please cannot answer if you know it, thank you",ask more,1
is the hemorrhoid prevention sticker useful? can it be completely cured?,ask more,1
what to do? stomach hurts!,treatment,7
"hello, my supporter has imprint, and the doctor prescribed sertraline hydrochloride tablets. excuse me, are there any pharmacies in wujin district, changzhou?",ask more,1
"excuse me, why does the genitals often urge after unilateral hysterectomy and ovary eradicate?",symptoms,6
"hello doctor, recently i often feel a biting pain in the back of my head like being blown by the wind, especially the back of the head on the upper right side. it will feel more comfortable to press",treatment,7
"the thorax is symmetrical, the trachea is centered, the lungs are scattered with chestnut-like nodules, which are evenly distributed, the right upper lung is streaked with shadows, the structure of the western hilum is clear, and no obvious abnormality is found. there are several enlarged lymph nodes in the mediastinum. partial calcification of coronary artery wall",symptoms,6
"1 have painless in my lungs, and it recurs after a few days, what's the situation?",disease manifestations,4
"look, i often sit at exercise and my shoulders are sore. is yunnan baiyao aerosol effective?",applicable disease,0
does citicoline sodium capsules treat the channelise shaking?,applicable disease,0
"my appetite has not been very good for the past two days, and my body is still hot. i haven't gone to the hospital for examination. recently, i have frequent bowel movements and blood in my stool. how can i treat acute proctitis?",treatment,7
"i have type 1 diabetes and to put it simply, i am living in an anxious state right now, worrying constantly about the coronavirus. my wife is a practice nurse in a gp surgery, and i worry constantly about the risk for us both. i am so scared.",treatment,7
what is variant asthma,definition,3
what are the symptoms of incessant bronchitis,symptoms,6
"i am two and a half months pregnant. after quarreling with my husband yesterday, i have pain in my lower abdomen, but no bleeding. is there any problem? do i need to seek medical attention?",treatment,7
manage weston risperidone tablets need to be stored in a low-temperature icebox?,usage,9
"i recently felt headache, tinnitus, palpitations and fatigue. what is the cause? do i need to go to the hospital for examination? can i take ginkgo keto ester dispersible tablets to improve my condition?",ask more,1
do microneedling with iodophor disinfection or alcohol for face disinfection and what to use for microneedle disinfection,applicable disease,0
"hullo, i heard that ketoprofen gel has a ripe effect on osteoarthritis. how many manufacturers are there? where is faston made?",ask more,1
"a week ago i departing to auditing for a urinary tract infection and i had an injection drip for trio days, and then i did not feel any discomfort. the doctor guess a mycoplasma infection on a test sheet, and now i've a vaginal itching after my menstrual menses is prune. what's the matter?",symptoms,6
potty a normal urine regular harness out chronic urethritis,definition,3
what to do if the stomach is not digested,treatment method,8
what are the symptoms of copd?,symptoms,6
currently blood pressure is high and unstable. i would like to ask if there is any way to adjust it or take some medicine to help?,treatment,7
hello doctor! i used to have cramps in my hands and feet and now my back has been cramping for a month.,treatment,7
"is gliclazide tablet (ii) rent before, after or with meals?",usage,9
i am getting headache at night. been battling with a sore throat and post nasal drip. no fever. cough only slightly at times. i went for laproscope and removal of my fallopian tubes on 2nd march. all this started after that. must i test for covid 1o?,method,5
how to diagnose chronic esophagitis,definition,3
what is pericardial constriction?,definition,3
"epilepticus is a common waite disease, and most multiplicity aren't diagnosed with it. there are a grande number number of patients nowadays who want to empathize the symptoms of epilepsy patients with an epilepsy, along with the flux incidence of epilepsy. with the gain in the numeral of patients with epilepsy, the treatment of this sickness can not be neglected more and more, and remembering the symptoms of epilepsy will be very useful for the treatment of the disease. whar are the symptoms of epilepsy?",definition,3
"i have high blood pressure for 7 or 8 years, and i insist on taking amlodipine besylate tablets and enalapril maleate tablets. last year, i went to the hospital and found that the urine protein was 2+, and i took some jinshuibao and the urination and highland barley granules are not good either, what should i do? i am now working outside.",treatment,7
"epilepsy, especially bad sleep, well-off to wake up, can't sleep well, can i take fuyankang capsules?",applicable disease,0
.hello! may i involve if ampicillin capsules can be taken? what is the method?,usage,9
what types of asthma are there?,definition,3
what is neurotic recession in nipper,definition,3
does high blood pressure cause vomiting,disease manifestations,4
"allergic asthma, suffocation when dry cough is severe at night, i feel better after taking desloratadine citrate tablets for a week, can i take desloratadine citrate tablets all the time?",applicable disease,0
i wanna to ask how to use povidone-iodine solution for homo (povidone-iodine solution (iodine)),usage,9
"after a stroke, the hands and feet are a little numb, and the elderly will get better quickly.",applicable disease,0
"hello doctor, i suddenly found a row of small particles on my labia in the past two days, a lump of flesh above the vaginal opening, smooth and soft, and itching in the vulva. i haven't had intercourse for more than a month. is it condyloma acuminatum?",disease manifestations,4
i would like to ask for flunarizine hydrochloride capsules as a preventive treatment for migraine headaches? i have frequent headaches that feel like death.,treatment method,8
when did pediatric viral myocarditis develop symptoms? is it tardily to misdiagnose?,ask more,1
the olanzapine tablet is easy to wand to the throat when swallowed. terminate i dissolve it in boiling water.,usage,9
how to diagnose intracranial metastases,disease manifestations,4
"i got genital warts a year ago, and i dare not sleep with my wife in the same room. i have tried many treatments, externally applied or taken internally, the effect is average, the condition can be controlled, but it cannot be completely cured, always repeatedly, it has brought a lot of trouble to my life. is there any way to cure condyloma acuminatum?",treatment,7
what's angina pectoris,definition,3
"children always like to cough more at nightpoint, there are very few days, what is the problem?",cause,2
what to do with constipation? in a hurry...,treatment,7
"i don't feel a bowel movement, but i feel a discharge from the anus, what's wrong,",cause,2
"it has been a while since i had crohn's disease, and i accidentally missed mesaxin yesterday. can i make up for it today?",usage,9
what is pediatric viral myocarditis?,definition,3
i've been fetching medicine for high blood pressure for more than a year. crapper amlodipine and valsartan be scud at the same period?,usage,9
what is the best treatment for rectal prolapse?,treatment,7
"i practice gymnastics. a few days ago, i started to find that my heart would be pounding suddenly, and then it would press on my chest and make me cough",cause,2
will i be covered if i get corona 19 with my medival aid?,ask more,1
"sometimes i have dizziness, fast heartbeat, poor sleep, and dark shadows in front of my eyes. what causes this?",cause,2
"being upset and irritable before menstruation, with a bad temper, can i take wuling capsules? what should i pay attention to?",ask more,1
"hello, doctor, may i ask if shenqi jiangtang capsules can treat typecast 2 diabetes?",applicable disease,0
"currently stubborn diseases appear regardless of age, because this will also have a great impact on the body. if epilepsy occurs, it is necessary to learn more about the health of the child. friends it is also necessary to pay more attention to choosing the most correct and effective treatment and control. then, we must believe in science in the treatment of childhood epilepsy?",definition,3
"i was diagnosed with pulmonary tuberculosis in the county hospital. after taking free anti-tuberculosis drugs for a month and a half, the cough worsened and the sputum was bloodshot. how should further treatment be needed?",treatment,7
how to improve the quality of life of rectal cancer patients?,method,5
what is assorted hepatic hemangioma,definition,3
"internal pain around the sacrococcygeal bone, no pain when walking, no abnormal stool, especially painful when pressed by hand.",disease manifestations,4
whereof are the symptoms of parkinsonism patients other than dyskinesia?,symptoms,6
"i found condyloma acuminatum in december last year. i treated it with laser three times in the hospital, and this time i felt it recurred again.",symptoms,6
"i have been sick for over a week. i went to my doc and he prescribed me meds. i have been on antibiotics for 3/5 days and i’m not feeling better. i have shortness of breath, tightness in chest, barking cough, dull headache, body ache. please advise.",treatment,7
what is tetralogy of fallot?,definition,3
"hello, i would like to ask, can longxuejie capsules be used for substance disease and patients with bronchitis?",applicable disease,0
baby digestion is not good. what to do with constipation,treatment,7
"what medication should i use to treat highschool blood pressure? how can iodine return to normal,",usage,9
"at offset i was a moth-eaten throat worker, and then i subscribe medicine. during the process, my tongue appeared albumen for a month, and i did not exact a mickle of medicated. what is the spleen and abdomen shortage?",disease manifestations,4
what are the causes of cramping pain in the lower abdomen on the left side? is there such a stage in pregnancy? how do you usually need to adjust it?,ask more,1
what is stomachal neurofibromatosis?,definition,3
what if a pregnant woman has hemorrhoids?,treatment,7
do i just go to a dr to determine if it's a sinus infection or do i go get tested for covid first? to not risk anyone in practice?,method,5
"cough, there's scandalmongering phlegm, sore throat and a tiny ear pain.",disease manifestations,4
"recent anxiety, insomnia and headache, can i buy xanax?",applicable disease,0
i have diarrhea and i read that it could be a precursor to having covid-19. i was in china end of september 2020. so more than 6 weeks back. ?,symptoms,6
"hello doctor, i get a cough for the last few days, which is heavy during night times. no raise in temperature but feeling tired with no travel history. no contact with any covid-19 persons. it has been four to five days and has drunk a lot of benadryl and took paracetamol too. doctors have shut the op so do not know what to do? please help.",treatment,7
"i'm 41 olds erstwhile this year, and the zits scars i left in the past are still there, so slimy",symptoms,6
last tuesday i had a flu shot and a neumonia shot. i am 68 and male. i had a very sore arm and felt bad the next day in which i had blood drawn for a test. the results showed a high white cell blood count as well as high anc and amc. could these high readings be because of the shots the day before?,cause,2
what are the late symptoms of interstitial pneumonia?,disease manifestations,4
"unceasingly yield attention to personal hygienic and have no unclean sex life, why do you experience that you've condyloma acuminatum, do you have any symptoms of condyloma acuminatum?",disease manifestations,4
"excuse me, what's the matter with blood in the urine",symptoms,6
how does uterine fibroids affect the body?,symptoms,6
can't you sleep while subscribe cold and cough medicine? are there any cold medicines that pregnant mujer can exact?,usage,9
what's wrong with spitting up after claim polio sugar pills?,cause,2
how should jiangtangshu pills be taken? is it effective after a course of treatment?,usage,9
what kind of illnesses is skull flaw syndrome?,definition,3
what's wheezing,definition,3
what causes the pain in the core that has been moderately painful,disease manifestations,4
inflame up in the morning with a headache and dickie,symptoms,6
"hello. there is apparition in the upper lung after ct scan, is it tuberculosis?",definition,3
"my dad has a history of hypertension and has been taking antihypertensive drugs. gradually, his heart rate has become lower. i am worried about sinus bradycardia. i would like to ask what are the symptoms of sinus bradycardia. what?",disease manifestations,4
"hello doctor, i would like to ask, i have recently experienced symptoms of incontinence. that is, when urinating, the amount of urine is very small, accompanied by pain, and after urinating, i feel that there is still a lot of urine in the bladder but i can't drain the fluid, and i have frequent urination. i have to go to the toilet several times a night, even once every few minutes. i want to know how to treat it and what medicine i need to take. hope to get back, thank you.",treatment,7
"in the early stage of acute pericarditis, there was only occasional chest pain, and i didn't pay much attention to it, but now i feel very tight in the chest and have difficulty breathing. my friend said that there may be effusion in the pericardium. may i ask if there is acute pericarditis? what does a pericardial effusion look like?",symptoms,6
what is congenital kernel disease?,definition,3
"abdominal pain with loose stools, what's the best way to treat it",treatment method,8
whereof to do with bleeding intragroup hemorrhoids,method,5
fire sunflower brand ibuprofen granules be eaten by diabetics?,usage,9
"what should i do if i have vitiligo in shenyang in summer? recently, there are many spotlight on his backwards. after he proceed to the hospital for examination, he said it was vitiligo. how to address it? thank you doctor, what should i do if my youngster has vitiligo in summer what to do?",method,5
can i take lactulose oral liquid for habitual constipation?,applicable disease,0
"i have been on methadone for approx. 5 years now at a dose of 30mg taken 4 times daily. this has not only stopped any unpleasant withdrawl symptoms but has also offered considerable relief in easing chronic pain from a severe back injury 11 years ago. for the first 3 years of taking the medication i found that while it was effective in these areas their was an exceptional side effect in that it absolutely obliterated any interest in sex or even the ability to physically have sex. also i found that i had next to no energy, making many things i used to enjoy fall by the wayside which in turn led to severe depression. after extensive talks with my doctor i was sent for blood analysis and it was found that my level of testosterone was so low it barely registered. i was then put on a 3 week cycle of injections of 2mls of delatestryl and for the past several years i have been the person that i used to be (it gave me my life back). know i have been given a new doctor at the clinic i attend and he has informed me that he is only there to prescribe methadone and will not be responsible for any other prescriptions. i do not have a family doctor and our emerg has said that this falls outside their domain. the walk in clinic treats every individual that i know so badly that their is no doubt in my mind that they will refuse to continue this presciption. (to give you some perspective on our walk in clinic - i went their several mnths back with sever pneumonia and the doctor looked at my chart once and told me that i would get know %$# narcotics from him and to leave immediately) any suggestions on how to get across to my knew methadone doctor (who has only been in prescribing methadone for 2 months) just how much this would severely negatively impact my life?",disease manifestations,4
do microneedling with iodophor disinfection or alcohol for face disinfection and what to habit for microneedle disinfection,applicable disease,0
"on the second day of the meds menstruation, i accept a while of miffy in the morning, and i could not facilitate but barfing in less than two hour after taking two in the afternoon. i bargain tomorrow's 5th tablet, but tomorrow's center was faded. , will direct two less piece of miso affect tomorrow?",usage,9
can angina cause weakness in the limbs,disease manifestations,4
what is a fracture fixation? thank you,treatment method,8
whar is intellectual palsy syndrome?,definition,3
what should i do if ane have gastritis and duodenal ulcer?,treatment,7
"twofold kidney stones are about 1cm in caliber. i've subscribe traditional chinese medicine and other chinamen patent drugs such as shenshitong and so on for many years, and they've no effect. the traits of the stone is magnesium ammonium phosphate hexahydrate. two have not finished the laser. the dr. said that i would continue to do the surgery. i was scar when ane hear the surgery. presently i want to guess if i can take the medicine.",symptoms,6
can nifedipine controlled button tablets and hydrochlorothiazide tablet be train twice a day?,usage,9
derriere a 40-year-old mankind often dream at night to take baizi yangxin pill. he can't sleep well and is weak. no energy,applicable disease,0
"does promethazine hydrochloride help insomnia? i went to the hospital and the doctor prescribed it for me, but i don't know much about this drug",applicable disease,0
"what's the matter with insomnia every once in a while? i'm more than 7 months pregnant, and insomnia often happens, which is very uncomfortable.",symptoms,6
"stinging urination, pus from urethra, what medicine to take",applicable disease,0
why does my mollycoddle hiccup so ordinarily?,disease manifestations,4
"insomnia, i'm very tired and can't fall asleep every day. i can't declination asleep until 3 am. can i take qingzhuo yishen capsule?",applicable disease,0
"spot started to grow on the hands, feet, and endocrine disorders???",cause,2
"the child has been complaining about stomach and upper abdominal pain recently, and his appetite has not been very good recently. however, he is still in good spirits. when he eats, he always says that he can't burp. i want to know what's going on. why does my stomach hurt? how to treat it?",ask more,1
"some metres ago, i commonly felt chest denseness and hassle ventilation. after i lead to the hospital for examination and had an electrocardiogram, the doctor said that atrial fibrillation could be diagnosed. i wonder if an electrocardiogram can be utilised to diagnose atrial fibrillation. shaking?",symptoms,6
"my colleague is suffering from connective tissue external hemorrhoids, what are the good treatment methods",method,5
does schisandra syrup help patients with coronary inwardness disease,applicable disease,0
what to do with baby's ass red,treatment,7
"i received your reply, thank you! i would like to ask if there is any good solution if the pleural effusion continues to increase? this afternoon, i felt chest tightness and discharged more than 500 ml. the first few times the concentration increased.",disease manifestations,4
i do not know much about it myself. i don't bonk if i can bought zhenbao anovulant to comer. i recognize my feet will be a slight numb.,usage,9
is it possible that the blush pox on the stomach is rubella,definition,3
"excuse me, i would like to ask what should i do if the third degree of cervical erosion will cause dysmenorrhea?",treatment method,8
"every day there is foam on the urine, and the hospital test said it was a urinary tract feeling, but after taking chinese medicine for a long time, it is still the same, and it is not good. i want to ask what medicine can be effective. there is a doctor is it ok to eat money grass granules?",treatment,7
what is the cause of blue abdominal pain,cause,2
"women, there is a small flesh in the anus. the examination shows that it is external hemorrhoids. i want to ask how to treat and care for external hemorrhoids?",method,5
always nauseated now,symptoms,6
my husband has a bad warmness and wants to buy coenzyme q0 capsules. is this really effective for affectionateness disease?,applicable disease,0
t3t4 normal tsh low is hyperthyroidism,definition,3
"doctor, hullo, can i use oyster calcium carbonate effervescent tablet for diabetes? give me some advice?",applicable disease,0
"digoxin tablets 025mg, baby 1 annual 2 mois, 8kg, how to issue it properly, less won't go, more fear of poisoning. the child has heart disease.",usage,9
what to do with facial neuritis,treatment method,8
"what medicine can be used to relieve this situation? frequent urination, low back pain",treatment method,8
does angina pectoris have to be coronary heart disease?,definition,3
what to do if unmarried women have hemorrhoids,treatment,7
"maybe it's because of my job, it's boring and cumbersome, which makes me feel anxious about everything, and then it got more and more serious. i thought i had an anxiety disorder, so i went to the hospital for treatment. i checked and found out that i have anxiety, i don't know if it can be cured.",cause,2
all lactating women use yunnan baiyao hemorrhoid cream,usage,9
the patient is my father. he has had alto profligate hale for the past ii years and has no glaring physical discomfort. this is the medical examination spring of their unit two days formerly. what does the broaden in the tumor marker ca199 mean?,definition,3
the child is breathing and the belly is moving so much,disease manifestations,4
"hello, may i ask how to treat a urinary tract infection?",treatment,7
what is intellectual disability?,definition,3
"the child has a tough cough. after fuddle a lot of anti-cough and anti-inflammatory meds, it doesn't improve, and the appetite isn't buena.",disease manifestations,4
does ocd motive medicine,treatment,7
