text,intent,label
"unity have not been feeling good for several days. I had a fever at the beginning, two was shitless of the inhuman and I was likewise perspiration. I opine it was just a teeny cold and I did not care too much. But the condition seems to have worsened recently, and I nonetheless feel preoccupied, hear. People say it may be acute myocardial infarction. What are the clinique symptoms of acute myocardial infarction?",disease manifestations,4
"Six-month-old heart atrial septal defect seems to be nutritionally deficient now, single don't know if I can supplement calcium",treatment method,8
Dad often feels lumbago and weak feet when he's old. Can he demand sea dragon gum oral liquid?,usage,9
How to used the gestation test stick?,usage,9
Hello doctor! Can this Simo Tang oral liquid be used for constipation in the elderly?,applicable disease,0
Can paroxetine hydrochloride tablets be best used to treat panic disorder,applicable disease,0
"I am 16 years old. Recently, I feel that there is an extra piece of flesh in the testicles. It is not painful or itchy. Is it testicular cancer?",disease manifestations,4
What's wrong with migraine in nipper,definition,3
What is the maladies of premature ventricular condensation,definition,3
"What are the early symptoms of epilepsy in kid? Any diseases won't have glaring early symptoms at the initial onset, and the same is genuine for epilepsy in nestling, but only by translate the early symptoms of epilepsy in childhood can we get the epilepsy in time. The expert time to dainty, so it appear that it is very important to understand the early symptoms of epilepsy in children. The outflank time to kickshaw epilepsy in kiddies is when the initials advent occurs",disease manifestations,4
What disease does Metformin Hydrochloride mainly dainty,applicable disease,0
are there specific animals or pets more likely to catch corona than others? which animals should i be staying away from?,ask more,1
Samirah should exclusive do if I spit up,method,5
What should I do if Misose's anus is swollen?,treatment,7
"apologize me, what about migraine headaches before and after menstruation?",cause,2
Why does the medicine for premature beats reversion soon after I stop taking the medicine? Can't I stop the medicine? Can 1 keep taking it? There will be side effects? fondness disease?,ask more,1
"Hello, MD, I think my penis is relatively small, I experience inferior, is there any medicine to increase the growth?",applicable disease,0
How to pay attention to maintenance when low blood sugar comes,treatment,7
"Yeah, painful, bloody stools. It's hemorrhoids. What are the different types of hemorrhoids?",definition,3
What is the physical principle of dizziness after sitting for a long time? Is it because the body is weak after pregnancy?,ask more,1
"Sometimes I do not know why, I tone hypoxia and torso compactness.",disease manifestations,4
"Hello, may I ask, I would like to know about chronic cardiac insufficiency caused by cardiac stasis. Is this disease complicated? It sounds serious. What should patients do? Please cannot answer if you know it, thank you",ask more,1
Is the hemorrhoid prevention sticker useful? Can it be completely cured?,ask more,1
What to do? Stomach hurts!,treatment,7
"Hello, my supporter has imprint, and the doctor prescribed sertraline hydrochloride tablets. Excuse me, are there any pharmacies in Wujin District, Changzhou?",ask more,1
"Excuse me, why does the genitals often urge after unilateral hysterectomy and ovary eradicate?",symptoms,6
"Hello doctor, recently I often feel a biting pain in the back of my head like being blown by the wind, especially the back of the head on the upper right side. It will feel more comfortable to press",treatment,7
"The thorax is symmetrical, the trachea is centered, the lungs are scattered with chestnut-like nodules, which are evenly distributed, the right upper lung is streaked with shadows, the structure of the western hilum is clear, and no obvious abnormality is found. There are several enlarged lymph nodes in the mediastinum. Partial calcification of coronary artery wall",symptoms,6
"1 have painless in my lungs, and it recurs after a few days, what's the situation?",disease manifestations,4
"Look, I often sit at exercise and my shoulders are sore. Is Yunnan Baiyao aerosol effective?",applicable disease,0
Does Citicoline Sodium Capsules treat the channelise shaking?,applicable disease,0
"My appetite has not been very good for the past two days, and my body is still hot. I haven't gone to the hospital for examination. Recently, I have frequent bowel movements and blood in my stool. How can I treat acute proctitis?",treatment,7
"i have type 1 diabetes and to put it simply, i am living in an anxious state right now, worrying constantly about the coronavirus. my wife is a practice nurse in a gp surgery, and i worry constantly about the risk for us both. i am so scared.",treatment,7
What is Variant Asthma,definition,3
What are the symptoms of incessant bronchitis,symptoms,6
"I am two and a half months pregnant. After quarreling with my husband yesterday, I have pain in my lower abdomen, but no bleeding. Is there any problem? Do I need to seek medical attention?",treatment,7
manage Weston Risperidone Tablets need to be stored in a low-temperature icebox?,usage,9
"I recently felt headache, tinnitus, palpitations and fatigue. What is the cause? Do I need to go to the hospital for examination? Can I take Ginkgo Keto Ester Dispersible Tablets to improve my condition?",ask more,1
Do microneedling with iodophor disinfection or alcohol for face disinfection and what to use for microneedle disinfection,applicable disease,0
"hullo, I heard that ketoprofen gel has a ripe effect on osteoarthritis. How many manufacturers are there? Where is Faston made?",ask more,1
"A week ago I departing to auditing for a urinary tract infection and I had an injection drip for trio days, and then I did not feel any discomfort. The doctor guess a mycoplasma infection on a test sheet, and now I've a vaginal itching after my menstrual menses is prune. What's the matter?",symptoms,6
potty a normal urine regular harness out chronic urethritis,definition,3
What to do if the stomach is not digested,treatment method,8
What are the symptoms of COPD?,symptoms,6
Currently blood pressure is high and unstable. I would like to ask if there is any way to adjust it or take some medicine to help?,treatment,7
Hello doctor! I used to have cramps in my hands and feet and now my back has been cramping for a month.,treatment,7
"Is Gliclazide tablet (II) rent before, after or with meals?",usage,9
i am getting headache at night. been battling with a sore throat and post nasal drip. no fever. cough only slightly at times. i went for laproscope and removal of my fallopian tubes on 2nd march. all this started after that. must i test for covid 1o?,method,5
how to diagnose chronic esophagitis,definition,3
What is pericardial constriction?,definition,3
"Epilepticus is a common waite disease, and most multiplicity aren't diagnosed with it. There are a grande number number of patients nowadays who want to empathize the symptoms of epilepsy patients with an epilepsy, along with the flux incidence of epilepsy. With the gain in the numeral of patients with epilepsy, the treatment of this sickness can not be neglected more and more, and remembering the symptoms of epilepsy will be very useful for the treatment of the disease. Whar are the symptoms of epilepsy?",definition,3
"I have high blood pressure for 7 or 8 years, and I insist on taking amlodipine besylate tablets and enalapril maleate tablets. Last year, I went to the hospital and found that the urine protein was 2+, and I took some Jinshuibao and The urination and highland barley granules are not good either, what should I do? I am now working outside.",treatment,7
"Epilepsy, especially bad sleep, well-off to wake up, can't sleep well, can I take Fuyankang Capsules?",applicable disease,0
.Hello! May I involve if ampicillin capsules can be taken? What is the method?,usage,9
What types of asthma are there?,definition,3
What is neurotic recession in nipper,definition,3
Does high blood pressure cause vomiting,disease manifestations,4
"Allergic asthma, suffocation when dry cough is severe at night, I feel better after taking desloratadine citrate tablets for a week, can I take desloratadine citrate tablets all the time?",applicable disease,0
I wanna to ask how to use povidone-iodine solution for homo (povidone-iodine solution (iodine)),usage,9
"After a stroke, the hands and feet are a little numb, and the elderly will get better quickly.",applicable disease,0
"Hello doctor, I suddenly found a row of small particles on my labia in the past two days, a lump of flesh above the vaginal opening, smooth and soft, and itching in the vulva. I haven't had intercourse for more than a month. Is it condyloma acuminatum?",disease manifestations,4
I would like to ask for flunarizine hydrochloride capsules as a preventive treatment for migraine headaches? I have frequent headaches that feel like death.,treatment method,8
When did pediatric viral myocarditis develop symptoms? Is it tardily to misdiagnose?,ask more,1
The olanzapine tablet is easy to wand to the throat when swallowed. terminate I dissolve it in boiling water.,usage,9
How to diagnose intracranial metastases,disease manifestations,4
"I got genital warts a year ago, and I dare not sleep with my wife in the same room. I have tried many treatments, externally applied or taken internally, the effect is average, the condition can be controlled, but it cannot be completely cured, always Repeatedly, it has brought a lot of trouble to my life. Is there any way to cure condyloma acuminatum?",treatment,7
what's angina pectoris,definition,3
"Children always like to cough more at nightPoint, there are very few days, what is the problem?",cause,2
What to do with constipation? In a hurry...,treatment,7
"I don't feel a bowel movement, but I feel a discharge from the anus, what's wrong,",cause,2
"It has been a while since I had Crohn's disease, and I accidentally missed Mesaxin yesterday. Can I make up for it today?",usage,9
What is Pediatric Viral Myocarditis?,definition,3
I've been fetching medicine for high blood pressure for more than a year. crapper amlodipine and valsartan be scud at the same period?,usage,9
What is the best treatment for rectal prolapse?,treatment,7
"I practice gymnastics. A few days ago, I started to find that my heart would be pounding suddenly, and then it would press on my chest and make me cough",cause,2
will i be covered if i get corona 19 with my medival aid?,ask more,1
"Sometimes I have dizziness, fast heartbeat, poor sleep, and dark shadows in front of my eyes. What causes this?",cause,2
"Being upset and irritable before menstruation, with a bad temper, can I take Wuling capsules? What should I pay attention to?",ask more,1
"Hello, doctor, may I ask if Shenqi Jiangtang Capsules can treat typecast 2 diabetes?",applicable disease,0
"Currently stubborn diseases appear regardless of age, because this will also have a great impact on the body. If epilepsy occurs, it is necessary to learn more about the health of the child. Friends It is also necessary to pay more attention to choosing the most correct and effective treatment and control. Then, we must believe in science in the treatment of childhood epilepsy?",definition,3
"I was diagnosed with pulmonary tuberculosis in the county hospital. After taking free anti-tuberculosis drugs for a month and a half, the cough worsened and the sputum was bloodshot. How should further treatment be needed?",treatment,7
How to improve the quality of life of rectal cancer patients?,method,5
What is assorted Hepatic hemangioma,definition,3
"Internal pain around the sacrococcygeal bone, no pain when walking, no abnormal stool, especially painful when pressed by hand.",disease manifestations,4
Whereof are the symptoms of Parkinsonism patients other than dyskinesia?,symptoms,6
"I found condyloma acuminatum in December last year. I treated it with laser three times in the hospital, and this time I felt it recurred again.",symptoms,6
"i have been sick for over a week. i went to my doc and he prescribed me meds. i have been on antibiotics for 3/5 days and i’m not feeling better. i have shortness of breath, tightness in chest, barking cough, dull headache, body ache. please advise.",treatment,7
What is tetralogy of Fallot?,definition,3
"Hello, I would like to ask, can Longxuejie Capsules be used for substance disease and patients with bronchitis?",applicable disease,0
Baby digestion is not good. What to do with constipation,treatment,7
"What medication should I use to treat highschool blood pressure? How can iodine return to normal,",usage,9
"At offset I was a moth-eaten throat worker, and then I subscribe medicine. During the process, my tongue appeared albumen for a month, and I did not exact a mickle of medicated. What is the spleen and abdomen shortage?",disease manifestations,4
What are the causes of cramping pain in the lower abdomen on the left side? Is there such a stage in pregnancy? How do you usually need to adjust it?,ask more,1
What is stomachal neurofibromatosis?,definition,3
What if a pregnant woman has hemorrhoids?,treatment,7
do i just go to a dr to determine if it's a sinus infection or do i go get tested for covid first? to not risk anyone in practice?,method,5
"Cough, there's scandalmongering phlegm, sore throat and a tiny ear pain.",disease manifestations,4
"Recent anxiety, insomnia and headache, can I buy Xanax?",applicable disease,0
i have diarrhea and i read that it could be a precursor to having covid-19. i was in china end of september 2020. so more than 6 weeks back. ?,symptoms,6
"hello doctor, i get a cough for the last few days, which is heavy during night times. no raise in temperature but feeling tired with no travel history. no contact with any covid-19 persons. it has been four to five days and has drunk a lot of benadryl and took paracetamol too. doctors have shut the op so do not know what to do? please help.",treatment,7
"I'm 41 olds erstwhile this year, and the zits scars I left in the past are still there, so slimy",symptoms,6
last tuesday i had a flu shot and a neumonia shot. i am 68 and male. i had a very sore arm and felt bad the next day in which i had blood drawn for a test. the results showed a high white cell blood count as well as high anc and amc. could these high readings be because of the shots the day before?,cause,2
What are the late symptoms of interstitial pneumonia?,disease manifestations,4
"Unceasingly yield attention to personal hygienic and have no unclean sex life, why do you experience that you've condyloma acuminatum, do you have any symptoms of condyloma acuminatum?",disease manifestations,4
"Excuse me, what's the matter with blood in the urine",symptoms,6
How does uterine fibroids affect the body?,symptoms,6
Can't you sleep while subscribe cold and cough medicine? Are there any cold medicines that pregnant mujer can exact?,usage,9
What's wrong with spitting up after claim polio sugar pills?,cause,2
How should Jiangtangshu pills be taken? Is it effective after a course of treatment?,usage,9
What kind of illnesses is skull flaw syndrome?,definition,3
what's wheezing,definition,3
What causes the pain in the core that has been moderately painful,disease manifestations,4
inflame up in the morning with a headache and dickie,symptoms,6
"Hello. There is apparition in the upper lung after CT scan, is it tuberculosis?",definition,3
"My dad has a history of hypertension and has been taking antihypertensive drugs. Gradually, his heart rate has become lower. I am worried about sinus bradycardia. I would like to ask what are the symptoms of sinus bradycardia. what?",disease manifestations,4
"Hello doctor, I would like to ask, I have recently experienced symptoms of incontinence. That is, when urinating, the amount of urine is very small, accompanied by pain, and after urinating, I feel that there is still a lot of urine in the bladder But I can't drain the fluid, and I have frequent urination. I have to go to the toilet several times a night, even once every few minutes. I want to know how to treat it and what medicine I need to take. Hope to get back, thank you.",treatment,7
"In the early stage of acute pericarditis, there was only occasional chest pain, and I didn't pay much attention to it, but now I feel very tight in the chest and have difficulty breathing. My friend said that there may be effusion in the pericardium. May I ask if there is acute pericarditis? What does a pericardial effusion look like?",symptoms,6
What is congenital kernel disease?,definition,3
"Abdominal pain with loose stools, what's the best way to treat it",treatment method,8
Whereof to do with bleeding intragroup hemorrhoids,method,5
fire sunflower brand ibuprofen granules be eaten by diabetics?,usage,9
"What should I do if I have vitiligo in Shenyang in summer? Recently, there are many spotlight on his backwards. After he proceed to the hospital for examination, he said it was vitiligo. How to address it? Thank you doctor, what should I do if my youngster has vitiligo in summer What to do?",method,5
Can I take Lactulose Oral Liquid for habitual Constipation?,applicable disease,0
"i have been on methadone for approx. 5 years now at a dose of 30mg taken 4 times daily. this has not only stopped any unpleasant withdrawl symptoms but has also offered considerable relief in easing chronic pain from a severe back injury 11 years ago. for the first 3 years of taking the medication i found that while it was effective in these areas their was an exceptional side effect in that it absolutely obliterated any interest in sex or even the ability to physically have sex. also i found that i had next to no energy, making many things i used to enjoy fall by the wayside which in turn led to severe depression. after extensive talks with my doctor i was sent for blood analysis and it was found that my level of testosterone was so low it barely registered. i was then put on a 3 week cycle of injections of 2mls of delatestryl and for the past several years i have been the person that i used to be (it gave me my life back). know i have been given a new doctor at the clinic i attend and he has informed me that he is only there to prescribe methadone and will not be responsible for any other prescriptions. i do not have a family doctor and our emerg has said that this falls outside their domain. the walk in clinic treats every individual that i know so badly that their is no doubt in my mind that they will refuse to continue this presciption. (to give you some perspective on our walk in clinic - i went their several mnths back with sever pneumonia and the doctor looked at my chart once and told me that i would get know %$# narcotics from him and to leave immediately) any suggestions on how to get across to my knew methadone doctor (who has only been in prescribing methadone for 2 months) just how much this would severely negatively impact my life?",disease manifestations,4
Do microneedling with iodophor disinfection or alcohol for face disinfection and what to habit for microneedle disinfection,applicable disease,0
"On the second day of the meds menstruation, i accept a while of Miffy in the morning, and I could not facilitate but barfing in less than two hour after taking two in the afternoon. I bargain tomorrow's 5th tablet, but tomorrow's center was faded. , will direct two less piece of miso affect tomorrow?",usage,9
Can angina cause weakness in the limbs,disease manifestations,4
What is a fracture fixation? Thank you,treatment method,8
Whar is intellectual palsy syndrome?,definition,3
What should I do if ane have gastritis and duodenal ulcer?,treatment,7
"twofold kidney stones are about 1cm in caliber. I've subscribe traditional Chinese medicine and other Chinamen patent drugs such as Shenshitong and so on for many years, and they've no effect. The traits of the stone is magnesium ammonium phosphate hexahydrate. two have not finished the laser. The Dr. said that I would continue to do the surgery. I was scar when ane hear the surgery. Presently I want to guess if I can take the medicine.",symptoms,6
Can nifedipine controlled button tablets and hydrochlorothiazide tablet be train twice a day?,usage,9
derriere a 40-year-old mankind often dream at night to take Baizi Yangxin Pill. He can't sleep well and is weak. No energy,applicable disease,0
"Does promethazine hydrochloride help insomnia? I went to the hospital and the doctor prescribed it for me, but I don't know much about this drug",applicable disease,0
"What's the matter with insomnia every once in a while? I'm more than 7 months pregnant, and insomnia often happens, which is very uncomfortable.",symptoms,6
"Stinging urination, pus from urethra, what medicine to take",applicable disease,0
Why does my mollycoddle hiccup so ordinarily?,disease manifestations,4
"insomnia, I'm very tired and can't fall asleep every day. I can't declination asleep until 3 am. Can I take Qingzhuo Yishen Capsule?",applicable disease,0
"spot started to grow on the hands, feet, and endocrine disorders???",cause,2
"The child has been complaining about stomach and upper abdominal pain recently, and his appetite has not been very good recently. However, he is still in good spirits. When he eats, he always says that he can't burp. I want to know what's going on. Why does my stomach hurt? How to treat it?",ask more,1
"Some metres ago, I commonly felt chest denseness and hassle ventilation. After I lead to the hospital for examination and had an electrocardiogram, the doctor said that atrial fibrillation could be diagnosed. I wonder if an electrocardiogram can be utilised to diagnose atrial fibrillation. Shaking?",symptoms,6
"My colleague is suffering from connective tissue external hemorrhoids, what are the good treatment methods",method,5
Does Schisandra syrup help patients with coronary inwardness disease,applicable disease,0
What to do with baby's ass red,treatment,7
"I received your reply, thank you! I would like to ask if there is any good solution if the pleural effusion continues to increase? This afternoon, I felt chest tightness and discharged more than 500 ml. The first few times the concentration increased.",disease manifestations,4
I do not know much about it myself. I don't bonk if I can bought Zhenbao anovulant to comer. I recognize my feet will be a slight numb.,usage,9
Is it possible that the blush pox on the stomach is rubella,definition,3
"Excuse me, I would like to ask what should I do if the third degree of cervical erosion will cause dysmenorrhea?",treatment method,8
"Every day there is foam on the urine, and the hospital test said it was a urinary tract feeling, but after taking Chinese medicine for a long time, it is still the same, and it is not good. I want to ask what medicine can be effective. There is a doctor Is it ok to eat money grass granules?",treatment,7
What is the cause of blue abdominal pain,cause,2
"Women, there is a small flesh in the anus. The examination shows that it is external hemorrhoids. I want to ask how to treat and care for external hemorrhoids?",method,5
Always nauseated now,symptoms,6
My husband has a bad warmness and wants to buy coenzyme Q0 capsules. Is this really effective for affectionateness disease?,applicable disease,0
T3T4 normal TSH low is hyperthyroidism,definition,3
"Doctor, hullo, can I use oyster calcium carbonate effervescent tablet for diabetes? Give me some advice?",applicable disease,0
"Digoxin tablets 025mg, baby 1 annual 2 mois, 8KG, how to issue it properly, less won't go, more fear of poisoning. The child has heart disease.",usage,9
what to do with facial neuritis,treatment method,8
"What medicine can be used to relieve this situation? Frequent urination, low back pain",treatment method,8
Does angina pectoris have to be coronary heart disease?,definition,3
What to do if unmarried women have hemorrhoids,treatment,7
"Maybe it's because of my job, it's boring and cumbersome, which makes me feel anxious about everything, and then it got more and more serious. I thought I had an anxiety disorder, so I went to the hospital for treatment. I checked and found out that I have anxiety, I don't know if it can be cured.",cause,2
All lactating women use Yunnan Baiyao Hemorrhoid Cream,usage,9
The patient is my father. He has had alto profligate hale for the past ii years and has no glaring physical discomfort. This is the medical examination spring of their unit two days formerly. What does the broaden in the tumor marker CA199 mean?,definition,3
The child is breathing and the belly is moving so much,disease manifestations,4
"Hello, may I ask how to treat a urinary tract infection?",treatment,7
What is intellectual disability?,definition,3
"The child has a tough cough. After fuddle a lot of anti-cough and anti-inflammatory meds, it doesn't improve, and the appetite isn't buena.",disease manifestations,4
Does OCD motive medicine,treatment,7
"My child is 8 months old and has a congenital capillary hemangioma. helium has seen a doc in Hubei and Shanghai successively, but there is no treatment effectuate. This year, the protruding rise of the hemangioma is more obvious. The danger of hemangioma ass the ear of infants in Inner Mongolia Is it big?",disease manifestations,4
"Nerve headache, diarrhea, tonsil inflammation, upper respiratory tract infection, sore throat, but no dickie, no runny nose, icteric sputum",disease manifestations,4
"The pain in the grim abdomen thinks sagging. ane urinated twofold and constitute that it was hematuria. I've never had such symptoms before. Ces two days, I just feel hungry and full.",symptoms,6
"Hello! i had superficial gastritis detected by gastroscopy a few days ago, ph+620, Dr. Zhu Zhi prescribed me amoxicillin, furan, rabeprazole, bismuth citrate, but If I take amoxicillin dispersible tablets, the milk odour will earn me nauseous and vomit. Can I still take amoxicillin? Am I earnestly ill?",ask more,1
What is LVH? Is the ECG report LVH unplayful?,ask more,1
"Hello, why do you treat hyperlipidemia. You should use Gynostemma glycosides tablets?",applicable disease,0
"Recently, I always feel very tired, and sometimes I feel short of breath. I survive to the hospital for an examination. The solvent picture that I had unstable angina pectoris. I was a little scared and want to know, the treatment of unstable angina pectoris What is the principle?",treatment method,8
"Hello! I would like to ask, my father's blood sugar can't go down??? What kind of medicine do I not use? Can Diabolo capsules work?",method,5
"What calcium tablets should pregnant women take for foot cramps? I would like to ask you, what calcium tablets should pregnant women take for foot cramps when they are six months pregnant.",treatment,7
What is the main function of adenosine triphosphate disodium tablet (Hesui brand)? Is the effect good?,ask more,1
The doctor prescribed risperidone oral solution to a friend. How long does it take to see the effect? ​​Thank you.,usage,9
"I am a patient with variant angina pectoris. I have tried many medicines but no effect. I heard from my friends that using nifedipine tablets will have good results, right? Will there be any adverse reactions?",applicable disease,0
What are the treatments for pleurisy,treatment method,8
"Always recurring, my head is dead, how can I treat it completely",treatment,7
Can a 6-month-old baby eat cod liver oil? I want to supplement it for my baby now. Let me know.,applicable disease,0
arrange Parkinson's have palpitations?,definition,3
I've been marry for more than a year and haven't paid attention to these few days. I found that the vaginal opening feels grainy. Is it condyloma acuminatum?,symptoms,6
What is congenital cystic adenomatous malformation of the lung?,definition,3
What should be paid attention to in daily life of tussah pupa encephalopathy,method,5
What to do with riddle Lipoma,treatment method,8
What are the treatments for carotid atherosclerosis,treatment method,8
"unity did CTU to prove the kidneys, and the results illustrated that the bilateral appendages were unevenly augment nodules. Afterward ace gibe the ovaries in two hospitals and they were all fine. doe the bilateral pegs written in this settlement cite to the ovaries?",definition,3
cul venlafaxine hydrochloride sustained-release capsules be withdraw for a long time?,usage,9
icterus doesn't rebate,disease manifestations,4
"Doctor, can hypertensive patients engage Danshen dripping pills?",applicable disease,0
Quel to do with my baby's looseness,method,5
What should I do if I sleep with insomnia and more dreams? Is there any way to relieve it? What should I eat?,ask more,1
"Cold a cold, a cold, a cold, a cold, a cold, a cold, a cold, a cold, a cold",treatment,7
"Is Nimesulide Granules an antipyretic drug, can a baby over 4 monthly yield it?",usage,9
I wish to ask what're the symptoms of precocious breast cancer?,symptoms,6
What is the reason for a one-year-old baby's right foot to turn in varus? Isn't there a problem with intelligence? I'm so worried!,cause,2
"The heart rate is low, I used to take Cronin, and now it is discontinued, which medicine is better",treatment,7
"Excuse me, the amount of darkness black menstruation is very small, is it a disease?",definition,3
Anal fissure? What to do with anal fissure? Very prohibitionist saddle!.,method,5
directly I have a white smear on my body. I went to the hospital and said it was vitiligo. How can I treat it?,treatment method,8
I edit my hands a little deep when I was cutting vegetable. Is it useful to apply iodophor?,usage,9
"Can the body react when the hemangioma is large? My child had a b-ultrasound today and the doctor told me. There is a large hemangioma on my child's foot, but I have no reaction at all. Inner Mongolia babies grow on their feet. Are the hemangiomas on it very dangerous?",symptoms,6
"Hello doctor, may I ask if I have pain in the lower abdomen, cold pain, and blood clots during my period? Can I take this medicine?",applicable disease,0
"The nose had white secretions in high school. As the age increased, the secretions increased in the past two years. It was easy to clear a large amount of white secretions in the nostrils. The phenomenon of enlargement or swelling, accompanied by discomfort in the throat, feeling of sludge in the throat, unable to swallow and spit out, easy to retching after brushing teeth in the morning, forcibly spit out saliva is white and sticky, accompanied by slight itching, need Dissolve with a slight cough,",disease manifestations,4
I want to use this bromocriptine mesylate tablet to suppress breast milk. What is the specific dosage? What should I pay attention to?,usage,9
"chest pain, back pain, chronic cough",symptoms,6
"I vomited at v pm today. 1 will be fine at 8:30 pm, but I am a little uncomfortable.",treatment method,8
"displace 7-year-old children eat cod liver hydrocarbon, which product is more suitable, and how to solve this problem?",method,5
"Hello, someone in the family is a little schizophrenic. It's always the same person and then becomes like a child. Can you take Seroquel?",applicable disease,0
"Recently, I've been having a classical, even guiding antipyretics, and sometimes it becomes laborious to breathe. My friends all say that it may be ague pericarditis, but i wanna to diagnose it. apologise me about the diagnosis of acute pericarditis. What is the method?",disease manifestations,4
suffice the doctor's acute enteritis have anything to do with staying up late?,cause,2
Is a lung tumor a lung cancer what is a lung tumor,definition,3
The old head has been suffering from a neurofibroma for several years,cause,2
"Tongrentang Dieda Pills should be leased at a time, and how long does it take to be effective?",usage,9
"Hello, can I take Compound Azimide Enteric-Coated Tablets with Weilikang Granules before meals or...",usage,9
"good day. this morning i coughed for the very first time in a long time. with the corona virus around i feel the need to report this. i coughed for about 5 min. i have no fever, not tired and chest feels weird. what should i do?",treatment,7
What is the reason for the burning sensation in the urethra,cause,2
How TCM goody respiratory encephalopathy,method,5
Can my blood sugar be 6.6 after meals? What should I pay attention to? Are there any side effects?,ask more,1
"Coughing, dizziness, impuissance. Coughing for a lange time",disease manifestations,4
"Hello doctor! My menstrual period last month was November 25th, which has always been normal, but now it's January 9th, but the early pregnancy test did not show pregnancy, but I feel that my belly is relatively high, as if there is a BB in it, similar to the fetal movement of the previous few months of pregnancy, I don't know what is going on?",symptoms,6
I was detect to have genital warts at the offset of the month. Is there any other more effective treatment besides surgery?,method,5
"My relative was diagnose with bronchiectasis and hemoptysis at the beginning of endure month. He has been taking eucalyptus, lime and pinene enteric-coated soft capsules for a period of countdown, and there's no spoilt response. There are patches of erythema and small hump, is bronchiectasis and hemoptysis tumors?",definition,3
"The inside of the labia minora has small particles fond fish roe, which are very itchy. After washing with warm water, it'll be ameliorate. unity genuinely want condyloma acuminatum, what can I do?Can the treatment be meticulously?",method,5
What is hoarding OCD,definition,3
"Fatigue, shortness of breath, fatigue, no signs of discomfort before",cause,2
"Bye, I sometimes do not sleep wellspring at night. Can I assume Kunbao Pills after menopause?",usage,9
equal the two clusters of hemangioma 0.9CM*0.8CM serious? What department should unity register for? How should I kickshaw it? Is the hemangioma in the thigh of an Inner Mongolia baby dangerous?,method,5
"Excuse me, what should I do if my period lasts for ten days and the amount is not much?",disease manifestations,4
"Internal pain around the sacrococcygeal bone, no pain when walking, no unnatural dejection, especially painful when pressed by hand.",disease manifestations,4
"I had a gynecological rectal B-ultrasound, but after the examination, I occasionally had blood in the stool, which looked similar to menstruation. Did the interrogatory break my lowly abdomen?",method,5
"hi, my uncle has been diagnosed with liver cancer and he is in the last stage. after the first chemotherapy he has been admitted to hospital due to pneumonia. is he again diagnosed with lung cancer? and what are the chances of getting cure? what treatment you would like us to get it done.",treatment,7
My aunt has heart palpitations and has been using Buchang Wenxin Granules for 3 days. Do I need to change the dressing?,treatment,7
"1 usually abide up late, which bakshish to endocrine disorders and acne on my face. How can I adjustment it?",method,5
"Hello, my friend has depression. The doctor prescribed Escitalopram Oxalate, how should I stop taking the medicine?",applicable disease,0
What are the symptoms during pregnancy?,ask more,1
Whereof is inborn sensory neuropathy,definition,3
"Why can't mothers fall asleep? I'm in the third trimester, and it's so uncomfortable to lie down!",method,5
How to remedy cystitis completely,method,5
How to treat ague cerebral infarction?,treatment method,8
"Can cetirizine hydrochloride crop dispersible tablets be taken in the duodenum? Does anyone know what to do? Friends who know, please help me, thank you!",ask more,1
"Cold is not good, shoulder pain!",symptoms,6
"Insufficient blood supply to the brain, ask the usage of the medicine",usage,9
What should I do if iodine have abdominal pain and white urine?,treatment method,8
What drug can treat the detachment of the rectal mucosa?,treatment method,8
"i ve had symptoms of cough, headache, stuffy nose, fatigue, and sore throat for 4 days. i know these are typical of common cold. however, once before (18 months ago), when i just tried to ride it out, i developed pneumonia and was in hospital for several days. are there any precautions i can take now to prevent this from getting complicated? thanks.",treatment,7
What disease does Nifedipine Sustained liberate Tablet II mainly treat?,applicable disease,0
Will you get pregnant if you touch the vagina after washing your manpower with a small amount of semen?,ask more,1
Can Ilecilamide be used for various types of epilepsy? Can it be used for a long time?,applicable disease,0
"Hello, doctor, what's the the matter with frequent urination and urgency? Urgently, thank you",cause,2
Which traditional Chinese medicine is the best for treating fungal vaginitis?,applicable disease,0
I have been suffering from diabetes for more than 3 years. I occasionally feel a little thirsty and drink too much. I usually have a deep dry mouth. Can I add Yiqi Xiaoke Granules?,applicable disease,0
Seek a dietary pattern for persistent bronchitis,method,5
"It's easy to get itchy in winter. When the mood gets hot, it's very itchy. Usually, it's no longer itchy after rubbing it with cold water.",disease manifestations,4
What disease does Metformin Hydrochloride mainly treat,applicable disease,0
Quel to do with patient with cerebral infarct?,method,5
"The child is sixteen years old, and there are purple-red cracks on the inner side of the knee and the upper side of the thigh to variegate stage",symptoms,6
"Hello doctor, I drink a lot of water, but I feel thirsty and have blisters on my lips. It's been a month, and I have frequent urination, and what is the indirect pain under my right rib? Thank you. You! Doctor!!!",disease manifestations,4
"I have condyloma acuminatum, a few of them are very small and cauliflower-like. It is very tangled, not painful or itchy, please seek a treatment plan.",method,5
"I've been bleeding a lot lately in my stool, and it's a lot",symptoms,6
What to do with trembling and insomnia,treatment method,8
nasal congestion and feeling a bit fluey ?,symptoms,6
I have been taking antihypertensive drugs for the past few days and feel dizzy. Can I still take antihypertensive drugs?,usage,9
My daughter always has a stomachache when she is 7,cause,2
"I've been having migraines lately and I don't know what's going on? I've been having trouble sleeping during pregnancy, what should I do? Do you have any good solutions?",ask more,1
What's the matter with leukopenia after irradiation and chemotherapy for nasopharyngeal tumours?,symptoms,6
